trajectory_id,model,api_model_id,reasoning_setting,temperature,sampling_condition,grid_id,grid_size,difficulty,observed_wall_fraction,grid_replicate,trajectory_complete,goal_reached,steps,optimal_path_length,optimal_action_fraction,valid_action_fraction,invalid_output_rate,api_failure_rate,truncation_or_failure,step_limit_reached,total_output_tokens,max_call_output_tokens,total_runtime_seconds,p50_call_runtime_seconds,p95_call_runtime_seconds,total_prompt_tokens,total_tokens,estimated_cost_usd
gpt-oss-20b__low__size7_difficulty1.0_grid12__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty1.0_grid12,7,1.0,0.32,12,True,True,7,7,1.0,1.0,0.0,0.0,False,False,2310,797,19.1567661211011,1.9262438520090654,5.512012228480307,3395,5705,0.00063175
gpt-oss-20b__low__size7_difficulty1.0_grid12__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty1.0_grid12,7,1.0,0.32,12,True,True,9,7,0.8888888888888888,1.0,0.0,0.0,False,False,1843,439,15.85877565894043,1.4077827910077758,3.3953354667988607,4365,6208,0.0005868500000000001
gpt-oss-20b__low__size7_difficulty1.0_grid12__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty1.0_grid12,7,1.0,0.32,12,True,True,7,7,1.0,1.0,0.0,0.0,False,False,2414,507,21.77988500596257,2.822696754010394,4.742513542203232,3395,5809,0.0006525500000000001
gpt-oss-20b__low__size7_difficulty1.0_grid13__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty1.0_grid13,7,1.0,0.32,13,True,True,9,7,0.8888888888888888,1.0,0.0,0.0,False,False,4859,1086,35.30394424992846,3.0874264180311,7.426780918182338,4365,9224,0.00119005
gpt-oss-20b__low__size7_difficulty1.0_grid13__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty1.0_grid13,7,1.0,0.32,13,True,True,7,7,1.0,1.0,0.0,0.0,False,False,2306,658,17.44892550900113,2.029905395989772,4.265362936700694,3395,5701,0.00063095
gpt-oss-20b__low__size7_difficulty1.0_grid13__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty1.0_grid13,7,1.0,0.32,13,True,True,9,7,0.8888888888888888,1.0,0.0,0.0,False,False,4068,967,26.955409259011503,2.3015251199831255,5.412470297620166,4365,8433,0.00103185
gpt-oss-20b__low__size7_difficulty1.0_grid13__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty1.0_grid13,7,1.0,0.32,13,True,False,15,7,0.6666666666666666,1.0,0.0,0.0,True,True,8962,1117,72.57610945188208,4.536166200996377,9.142199756688205,7275,16237,0.0021561500000000003
gpt-oss-20b__low__size7_difficulty1.0_grid14__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty1.0_grid14,7,1.0,0.32,14,True,True,7,7,1.0,1.0,0.0,0.0,False,False,2500,777,23.81847639393527,2.767166064004414,7.716806242591701,3395,5895,0.00066975
gpt-oss-20b__low__size7_difficulty1.0_grid14__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty1.0_grid14,7,1.0,0.32,14,True,True,7,7,1.0,1.0,0.0,0.0,False,False,2025,579,19.679565777943935,2.8741799679701217,5.484435794281307,3395,5420,0.0005747500000000001
gpt-oss-20b__low__size7_difficulty1.0_grid14__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty1.0_grid14,7,1.0,0.32,14,True,True,7,7,1.0,1.0,0.0,0.0,False,False,1738,506,18.145715652091894,2.3317055529914796,4.513632832327857,3395,5133,0.00051735
gpt-oss-20b__low__size7_difficulty1.0_grid14__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty1.0_grid14,7,1.0,0.32,14,True,True,7,7,1.0,1.0,0.0,0.0,False,False,2414,870,18.265971553104464,1.8549585040309466,5.916415917110859,3395,5809,0.00065255
gpt-oss-20b__low__size7_difficulty1.0_grid15__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty1.0_grid15,7,1.0,0.32,15,True,True,7,7,1.0,1.0,0.0,0.0,False,False,3250,1236,28.04910101107089,3.345473772031255,8.41991644032532,3395,6645,0.0008197500000000001
gpt-oss-20b__low__size7_difficulty1.0_grid15__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty1.0_grid15,7,1.0,0.32,15,True,True,7,7,1.0,1.0,0.0,0.0,False,False,3016,933,21.756238317932002,1.610593399964273,6.44549782120739,3395,6411,0.00077295
gpt-oss-20b__low__size7_difficulty1.0_grid15__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty1.0_grid15,7,1.0,0.32,15,True,True,9,7,0.8888888888888888,1.0,0.0,0.0,False,False,4935,1337,33.64915086689871,3.6706749339937232,6.627541205578017,4365,9300,0.0012052500000000002
gpt-oss-20b__low__size7_difficulty1.0_grid15__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty1.0_grid15,7,1.0,0.32,15,True,True,9,7,0.8888888888888888,1.0,0.0,0.0,False,False,4364,1107,30.053420175099745,2.0051164960023016,6.813592143997084,4365,8729,0.00109105
gpt-oss-20b__low__size7_difficulty1.0_grid16__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty1.0_grid16,7,1.0,0.32,16,True,True,11,9,0.9090909090909091,1.0,0.0,0.0,False,False,5328,1110,40.16283635201398,3.2679490550071932,6.7374545840139035,5335,10663,0.00133235
gpt-oss-20b__low__size7_difficulty1.0_grid16__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty1.0_grid16,7,1.0,0.32,16,True,True,11,9,0.9090909090909091,1.0,0.0,0.0,False,False,5456,990,41.18532484205207,4.028417137975339,6.9276678195165005,5335,10791,0.00135795
gpt-oss-20b__low__size7_difficulty1.0_grid16__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty1.0_grid16,7,1.0,0.32,16,True,True,9,9,1.0,1.0,0.0,0.0,False,False,4404,924,41.439762509136926,3.7314170130412094,8.923266602447256,4365,8769,0.00109905
gpt-oss-20b__low__size7_difficulty1.0_grid16__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty1.0_grid16,7,1.0,0.32,16,True,False,18,9,0.6111111111111112,1.0,0.0,0.0,True,True,13600,1330,100.37426841288107,5.236385007476201,8.847967367619272,8730,22330,0.0031565
gpt-oss-20b__low__size7_difficulty1.0_grid17__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty1.0_grid17,7,1.0,0.32,17,True,True,9,9,1.0,1.0,0.0,0.0,False,False,3431,809,35.46824501204537,3.277088559989352,7.964630900183693,4365,7796,0.00090445
gpt-oss-20b__low__size7_difficulty1.0_grid17__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty1.0_grid17,7,1.0,0.32,17,True,True,9,9,1.0,1.0,0.0,0.0,False,False,3417,720,24.645943266979884,2.753411070036236,5.137703079392667,4365,7782,0.00090165
gpt-oss-20b__low__size7_difficulty1.0_grid17__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty1.0_grid17,7,1.0,0.32,17,True,True,9,9,1.0,1.0,0.0,0.0,False,False,3695,933,29.63290077605052,2.3131591439596377,7.115680986794177,4365,8060,0.0009572500000000001
gpt-oss-20b__low__size7_difficulty1.0_grid17__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty1.0_grid17,7,1.0,0.32,17,True,True,9,9,1.0,1.0,0.0,0.0,False,False,4321,1095,30.510380177001934,2.962387646024581,7.567614737187977,4365,8686,0.00108245
gpt-oss-20b__low__size7_difficulty1.0_grid18__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty1.0_grid18,7,1.0,0.32,18,True,True,10,9,0.9,1.0,0.0,0.0,False,False,2868,771,22.025217082118616,1.9396013339865021,4.03923092476616,4850,7718,0.0008161
gpt-oss-20b__low__size7_difficulty1.0_grid18__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty1.0_grid18,7,1.0,0.32,18,True,True,9,9,1.0,1.0,0.0,0.0,False,False,2458,484,18.674177644075826,2.2283225239953026,3.4355909114121457,4365,6823,0.00070985
gpt-oss-20b__low__size7_difficulty1.0_grid18__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty1.0_grid18,7,1.0,0.32,18,True,True,9,9,1.0,1.0,0.0,0.0,False,False,2692,714,23.769399462093133,1.7288056410034187,5.665362477430607,4365,7057,0.00075665
gpt-oss-20b__low__size7_difficulty1.0_grid18__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty1.0_grid18,7,1.0,0.32,18,True,True,12,9,0.8333333333333334,1.0,0.0,0.0,False,False,3718,662,30.421212161018047,2.1294422990176827,4.778899397785425,5820,9538,0.0010346
gpt-oss-20b__low__size7_difficulty1.0_grid19__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty1.0_grid19,7,1.0,0.32,19,True,True,10,10,1.0,1.0,0.0,0.0,False,False,5032,1010,35.372430019895546,3.1744570634909905,6.985734293848508,4850,9882,0.0012489
gpt-oss-20b__low__size7_difficulty1.0_grid19__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty1.0_grid19,7,1.0,0.32,19,True,True,10,10,1.0,1.0,0.0,0.0,False,False,4244,725,44.77337497199187,4.819624912022846,6.564472124708118,4850,9094,0.0010913000000000001
gpt-oss-20b__low__size7_difficulty1.0_grid19__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty1.0_grid19,7,1.0,0.32,19,True,True,10,10,1.0,1.0,0.0,0.0,False,False,4077,745,34.05353500304045,3.3313054390018806,5.43727644025057,4850,8927,0.0010579
gpt-oss-20b__low__size7_difficulty1.0_grid19__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty1.0_grid19,7,1.0,0.32,19,True,True,10,10,1.0,1.0,0.0,0.0,False,False,4026,725,33.7202078209375,3.217351071012672,5.529534437949767,4850,8876,0.0010477
gpt-oss-20b__low__size7_difficulty1.0_grid1__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty1.0_grid1,7,1.0,0.32,1,True,True,1,1,1.0,1.0,0.0,0.0,False,False,135,135,1.16919082502136,1.16919082502136,1.16919082502136,485,620,5.125e-05
gpt-oss-20b__low__size7_difficulty1.0_grid1__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty1.0_grid1,7,1.0,0.32,1,True,True,1,1,1.0,1.0,0.0,0.0,False,False,95,95,0.9117431799531914,0.9117431799531914,0.9117431799531914,485,580,4.325e-05
gpt-oss-20b__low__size7_difficulty1.0_grid1__t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy_sanity_check,size7_difficulty1.0_grid1,7,1.0,0.32,1,True,True,1,1,1.0,1.0,0.0,0.0,False,False,225,225,1.829636164009571,1.829636164009571,1.829636164009571,485,710,6.925e-05
gpt-oss-20b__low__size7_difficulty1.0_grid1__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty1.0_grid1,7,1.0,0.32,1,True,True,1,1,1.0,1.0,0.0,0.0,False,False,104,104,0.8854755939682946,0.8854755939682946,0.8854755939682946,485,589,4.505e-05
gpt-oss-20b__low__size7_difficulty1.0_grid20__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty1.0_grid20,7,1.0,0.32,20,True,True,10,10,1.0,1.0,0.0,0.0,False,False,3745,601,32.87115899595665,3.3041228964866605,5.347678811641526,4850,8595,0.0009915
gpt-oss-20b__low__size7_difficulty1.0_grid20__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty1.0_grid20,7,1.0,0.32,20,True,True,10,10,1.0,1.0,0.0,0.0,False,False,3320,930,22.20336153684184,1.7213283379678614,5.157617302067228,4850,8170,0.0009065
gpt-oss-20b__low__size7_difficulty1.0_grid20__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty1.0_grid20,7,1.0,0.32,20,True,True,10,10,1.0,1.0,0.0,0.0,False,False,2793,620,18.879362862033304,1.3391056190012023,3.6421269356244004,4850,7643,0.0008011
gpt-oss-20b__low__size7_difficulty1.0_grid20__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty1.0_grid20,7,1.0,0.32,20,True,True,10,10,1.0,1.0,0.0,0.0,False,False,3606,708,24.871165809978265,2.9492474680009764,4.171003399547771,4850,8456,0.0009637000000000001
gpt-oss-20b__low__size7_difficulty1.0_grid2__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty1.0_grid2,7,1.0,0.32,2,True,True,1,1,1.0,1.0,0.0,0.0,False,False,243,243,2.132318559975829,2.132318559975829,2.132318559975829,485,728,7.285000000000001e-05
gpt-oss-20b__low__size7_difficulty1.0_grid2__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty1.0_grid2,7,1.0,0.32,2,True,True,1,1,1.0,1.0,0.0,0.0,False,False,106,106,0.8511888469802216,0.8511888469802216,0.8511888469802216,485,591,4.545000000000001e-05
gpt-oss-20b__low__size7_difficulty1.0_grid2__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty1.0_grid2,7,1.0,0.32,2,True,True,1,1,1.0,1.0,0.0,0.0,False,False,218,218,1.6158426339970902,1.6158426339970902,1.6158426339970902,485,703,6.785e-05
gpt-oss-20b__low__size7_difficulty1.0_grid2__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty1.0_grid2,7,1.0,0.32,2,True,True,1,1,1.0,1.0,0.0,0.0,False,False,117,117,0.9313582620234229,0.9313582620234229,0.9313582620234229,485,602,4.7650000000000006e-05
gpt-oss-20b__low__size7_difficulty1.0_grid3__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty1.0_grid3,7,1.0,0.32,3,True,True,2,2,1.0,1.0,0.0,0.0,False,False,303,196,3.0171783909900114,1.5085891954950057,1.9834115046774967,970,1273,0.0001091
gpt-oss-20b__low__size7_difficulty1.0_grid3__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty1.0_grid3,7,1.0,0.32,3,True,True,2,2,1.0,1.0,0.0,0.0,False,False,211,117,2.328015712031629,1.1640078560158145,1.2714179276343203,970,1181,9.070000000000001e-05
gpt-oss-20b__low__size7_difficulty1.0_grid3__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty1.0_grid3,7,1.0,0.32,3,True,True,2,2,1.0,1.0,0.0,0.0,False,False,481,409,5.2671636390150525,2.6335818195075262,4.204739968347712,970,1451,0.0001447
gpt-oss-20b__low__size7_difficulty1.0_grid3__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty1.0_grid3,7,1.0,0.32,3,True,True,2,2,1.0,1.0,0.0,0.0,False,False,133,68,1.6532919429591857,0.8266459714795928,0.8359320378542179,970,1103,7.51e-05
gpt-oss-20b__low__size7_difficulty1.0_grid4__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty1.0_grid4,7,1.0,0.32,4,True,True,3,3,1.0,1.0,0.0,0.0,False,False,276,134,2.8755806039553136,1.0110908040078357,1.1039809118607082,1455,1731,0.00012795
gpt-oss-20b__low__size7_difficulty1.0_grid4__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty1.0_grid4,7,1.0,0.32,4,True,True,3,3,1.0,1.0,0.0,0.0,False,False,595,428,5.7197002220200375,1.06869058200391,3.7523330153897403,1455,2050,0.00019175000000000003
gpt-oss-20b__low__size7_difficulty1.0_grid4__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty1.0_grid4,7,1.0,0.32,4,True,True,3,3,1.0,1.0,0.0,0.0,False,False,385,211,3.681775957986247,0.8267647660104558,1.9151460222667083,1455,1840,0.00014975
gpt-oss-20b__low__size7_difficulty1.0_grid4__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty1.0_grid4,7,1.0,0.32,4,True,True,3,3,1.0,1.0,0.0,0.0,False,False,229,95,2.264302768977359,0.7015243700006977,0.8644185451907106,1455,1684,0.00011855000000000001
gpt-oss-20b__low__size7_difficulty1.0_grid5__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty1.0_grid5,7,1.0,0.32,5,True,True,3,3,1.0,1.0,0.0,0.0,False,False,826,511,5.60212600097293,1.8258384859655052,3.1147020835778676,1455,2281,0.00023795
gpt-oss-20b__low__size7_difficulty1.0_grid5__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty1.0_grid5,7,1.0,0.32,5,True,True,3,3,1.0,1.0,0.0,0.0,False,False,538,389,4.198477867001202,0.712728630984202,2.5881752395129296,1455,1993,0.00018035000000000002
gpt-oss-20b__low__size7_difficulty1.0_grid5__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty1.0_grid5,7,1.0,0.32,5,True,True,3,3,1.0,1.0,0.0,0.0,False,False,743,353,6.181568759959191,2.1877136519760825,3.321818602789426,1455,2198,0.00022135
gpt-oss-20b__low__size7_difficulty1.0_grid5__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty1.0_grid5,7,1.0,0.32,5,True,True,3,3,1.0,1.0,0.0,0.0,False,False,721,352,5.636422562005464,2.5229883870342746,2.532585430791369,1455,2176,0.00021695
gpt-oss-20b__low__size7_difficulty1.0_grid6__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty1.0_grid6,7,1.0,0.32,6,True,True,4,4,1.0,1.0,0.0,0.0,False,False,953,470,7.150018838990945,1.4334384099929594,3.2242146290314846,1940,2893,0.0002876
gpt-oss-20b__low__size7_difficulty1.0_grid6__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty1.0_grid6,7,1.0,0.32,6,True,True,4,4,1.0,1.0,0.0,0.0,False,False,807,348,6.057821224967483,1.5236244979896583,2.2373066807427673,1940,2747,0.0002584
gpt-oss-20b__low__size7_difficulty1.0_grid6__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty1.0_grid6,7,1.0,0.32,6,True,True,5,4,0.8,1.0,0.0,0.0,False,False,1121,445,8.26247249590233,1.328378434991464,2.6190034469938834,2425,3546,0.00034544999999999997
gpt-oss-20b__low__size7_difficulty1.0_grid6__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty1.0_grid6,7,1.0,0.32,6,True,True,4,4,1.0,1.0,0.0,0.0,False,False,1171,597,8.446162845997605,1.674409174505854,3.980320449997088,1940,3111,0.0003312
gpt-oss-20b__low__size7_difficulty1.0_grid7__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty1.0_grid7,7,1.0,0.32,7,True,True,4,4,1.0,1.0,0.0,0.0,False,False,637,241,5.52665180596523,1.2049338199722115,1.9911558230553053,1940,2577,0.0002244
gpt-oss-20b__low__size7_difficulty1.0_grid7__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty1.0_grid7,7,1.0,0.32,7,True,True,4,4,1.0,1.0,0.0,0.0,False,False,986,397,7.905770364042837,1.6901815390156116,3.581517464385251,1940,2926,0.0002942
gpt-oss-20b__low__size7_difficulty1.0_grid7__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty1.0_grid7,7,1.0,0.32,7,True,True,5,4,0.8,1.0,0.0,0.0,False,False,2044,1134,16.455598121974617,2.054668358992785,7.889396718225906,2425,4469,0.00053005
gpt-oss-20b__low__size7_difficulty1.0_grid7__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty1.0_grid7,7,1.0,0.32,7,True,True,4,4,1.0,1.0,0.0,0.0,False,False,1211,863,8.35141848801868,1.127334274991881,4.427970944432308,1940,3151,0.0003392
gpt-oss-20b__low__size7_difficulty1.0_grid8__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty1.0_grid8,7,1.0,0.32,8,True,True,5,5,1.0,1.0,0.0,0.0,False,False,913,295,9.555218517023604,1.62995851499727,2.933531685604248,2425,3338,0.00030385
gpt-oss-20b__low__size7_difficulty1.0_grid8__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty1.0_grid8,7,1.0,0.32,8,True,True,5,5,1.0,1.0,0.0,0.0,False,False,682,272,5.169222726020962,0.782268112001475,1.8123265713918952,2425,3107,0.00025765
gpt-oss-20b__low__size7_difficulty1.0_grid8__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty1.0_grid8,7,1.0,0.32,8,True,True,7,5,0.8571428571428571,1.0,0.0,0.0,False,False,1592,634,12.069877000933047,1.7077992649865337,3.3311737544019695,3395,4987,0.00048815
gpt-oss-20b__low__size7_difficulty1.0_grid8__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty1.0_grid8,7,1.0,0.32,8,True,True,5,5,1.0,1.0,0.0,0.0,False,False,1352,582,9.421673731994815,1.2316821700078435,3.5201186553924346,2425,3777,0.00039165
gpt-oss-20b__low__size7_difficulty1.0_grid9__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty1.0_grid9,7,1.0,0.32,9,True,True,5,5,1.0,1.0,0.0,0.0,False,False,1789,644,13.906595564971212,1.98637990700081,5.068254152382724,2425,4214,0.00047905
gpt-oss-20b__low__size7_difficulty1.0_grid9__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty1.0_grid9,7,1.0,0.32,9,True,True,5,5,1.0,1.0,0.0,0.0,False,False,1557,485,16.969647652003914,3.7831737360102125,4.9020971090300005,2425,3982,0.00043265
gpt-oss-20b__low__size7_difficulty1.0_grid9__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty1.0_grid9,7,1.0,0.32,9,True,True,5,5,1.0,1.0,0.0,0.0,False,False,1581,487,14.130029695050325,2.996813448960893,4.005367442010902,2425,4006,0.00043745000000000003
gpt-oss-20b__low__size7_difficulty1.0_grid9__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty1.0_grid9,7,1.0,0.32,9,True,True,5,5,1.0,1.0,0.0,0.0,False,False,1637,614,18.193837116879877,2.8026847709552385,6.655910221964587,2425,4062,0.00044865
